203135.156	4091403.750	-751.946
203135.156	4091203.750	-750.823
203335.156	4091403.750	-753.378
203335.156	4091203.750	-750.440
203335.156	4091003.750	-750.408
203535.156	4091403.750	-753.502
203535.156	4091203.750	-751.686
203535.156	4091003.750	-750.860
203535.156	4090803.750	-748.856
203535.156	4090603.750	-747.349
203535.156	4090403.750	-747.399
203735.156	4091403.750	-754.000
203735.156	4091203.750	-752.911
203735.156	4091003.750	-751.679
203735.156	4090803.750	-749.266
203735.156	4090603.750	-747.751
203735.156	4090403.750	-747.647
203735.156	4090203.750	-746.405
203735.156	4090003.750	-744.773
203935.156	4091403.750	-754.741
203935.156	4091203.750	-753.843
203935.156	4091003.750	-752.519
203935.156	4090803.750	-751.241
203935.156	4090603.750	-749.867
203935.156	4090403.750	-747.117
203935.156	4090203.750	-747.233
203935.156	4090003.750	-745.979
203935.156	4089803.750	-745.096
204135.156	4091403.750	-756.088
204135.156	4091203.750	-755.423
204135.156	4091003.750	-753.484
204135.156	4090803.750	-752.109
204135.156	4090603.750	-750.784
204135.156	4090403.750	-749.166
204135.156	4090203.750	-748.356
204135.156	4090003.750	-746.301
204135.156	4089803.750	-744.567
204135.156	4089603.750	-744.907
204135.156	4089403.750	-744.350
204335.156	4091403.750	-758.031
204335.156	4091203.750	-756.530
204335.156	4091003.750	-755.576
204335.156	4090803.750	-753.783
204335.156	4090603.750	-753.089
204335.156	4090403.750	-751.333
204335.156	4090203.750	-749.773
204335.156	4090003.750	-748.551
204335.156	4089803.750	-746.397
204335.156	4089603.750	-744.570
204335.156	4089403.750	-743.414
204335.156	4089203.750	-742.158
204335.156	4089003.750	-739.104
204535.156	4091403.750	-759.726
204535.156	4091203.750	-758.755
204535.156	4091003.750	-757.684
204535.156	4090803.750	-756.339
204535.156	4090603.750	-755.468
204535.156	4090403.750	-752.982
204535.156	4090203.750	-751.396
204535.156	4090003.750	-750.658
204535.156	4089803.750	-747.938
204535.156	4089603.750	-747.992
204535.156	4089403.750	-744.520
204535.156	4089203.750	-742.888
204535.156	4089003.750	-741.755
204535.156	4088803.750	-739.426
204535.156	4088603.750	-737.743
204535.156	4088403.750	-737.879
204535.156	4088203.750	-736.003
204535.156	4088003.750	-734.911
204535.156	4087803.750	-735.017
204735.156	4091403.750	-761.532
204735.156	4091203.750	-760.995
204735.156	4091003.750	-759.153
204735.156	4090803.750	-759.225
204735.156	4090603.750	-756.745
204735.156	4090403.750	-754.640
204735.156	4090203.750	-755.156
204735.156	4090003.750	-753.295
204735.156	4089803.750	-750.917
204735.156	4089603.750	-748.931
204735.156	4089403.750	-746.486
204735.156	4089203.750	-744.721
204735.156	4089003.750	-742.078
204735.156	4088803.750	-741.201
204735.156	4088603.750	-738.499
204735.156	4088403.750	-738.371
204735.156	4088203.750	-736.139
204735.156	4088003.750	-736.035
204735.156	4087803.750	-736.501
204735.156	4087603.750	-736.432
204735.156	4087003.750	-733.500
204935.156	4091403.750	-764.470
204935.156	4091203.750	-763.846
204935.156	4091003.750	-762.394
204935.156	4090803.750	-760.790
204935.156	4090603.750	-759.060
204935.156	4090403.750	-756.891
204935.156	4090203.750	-757.133
204935.156	4090003.750	-754.619
204935.156	4089803.750	-752.846
204935.156	4089603.750	-751.482
204935.156	4089403.750	-749.601
204935.156	4089203.750	-748.679
204935.156	4089003.750	-744.562
204935.156	4088803.750	-741.483
204935.156	4088603.750	-739.801
204935.156	4088403.750	-738.118
204935.156	4088203.750	-736.632
204935.156	4088003.750	-735.335
204935.156	4087803.750	-734.874
204935.156	4087603.750	-732.441
204935.156	4087403.750	-735.705
204935.156	4087203.750	-733.291
204935.156	4087003.750	-732.267
204935.156	4086803.750	-731.396
204935.156	4086603.750	-731.100
204935.156	4080203.750	-559.397
205135.156	4091403.750	-766.391
205135.156	4091203.750	-765.080
205135.156	4091003.750	-764.875
205135.156	4090803.750	-763.390
205135.156	4090603.750	-761.793
205135.156	4090403.750	-760.096
205135.156	4090203.750	-758.682
205135.156	4090003.750	-757.240
205135.156	4089803.750	-757.079
205135.156	4089603.750	-754.541
205135.156	4089403.750	-752.556
205135.156	4089203.750	-750.112
205135.156	4089003.750	-747.929
205135.156	4088803.750	-744.950
205135.156	4088603.750	-743.008
205135.156	4088403.750	-740.281
205135.156	4088203.750	-739.302
205135.156	4088003.750	-737.858
205135.156	4087803.750	-737.271
205135.156	4087603.750	-733.742
205135.156	4087403.750	-732.795
205135.156	4087203.750	-734.900
205135.156	4087003.750	-732.765
205135.156	4086803.750	-732.574
205135.156	4086603.750	-731.271
205135.156	4086403.750	-731.968
205135.156	4086203.750	-731.300
205135.156	4086003.750	-726.943
205135.156	4083203.750	-703.649
205135.156	4083003.750	-701.724
205135.156	4082803.750	-695.259
205135.156	4082603.750	-686.381
205135.156	4082403.750	-675.802
205135.156	4080603.750	-593.499
205135.156	4080403.750	-587.570
205135.156	4080203.750	-581.274
205335.156	4091403.750	-768.098
205335.156	4091203.750	-767.635
205335.156	4091003.750	-767.092
205335.156	4090803.750	-766.164
205335.156	4090603.750	-764.055
205335.156	4090403.750	-763.129
205335.156	4090203.750	-761.001
205335.156	4090003.750	-760.759
205335.156	4089803.750	-759.110
205335.156	4089603.750	-757.702
205335.156	4089403.750	-755.266
205335.156	4089203.750	-751.936
205335.156	4089003.750	-750.522
205335.156	4088803.750	-747.168
205335.156	4088603.750	-745.051
205335.156	4088403.750	-742.525
205335.156	4088203.750	-740.810
205335.156	4088003.750	-739.130
205335.156	4087803.750	-738.186
205335.156	4087603.750	-736.922
205335.156	4087403.750	-737.265
205335.156	4087203.750	-734.945
205335.156	4087003.750	-735.194
205335.156	4086803.750	-731.688
205335.156	4086603.750	-730.092
205335.156	4086403.750	-732.296
205335.156	4086203.750	-730.742
205335.156	4086003.750	-729.346
205335.156	4085803.750	-727.409
205335.156	4083603.750	-711.902
205335.156	4083403.750	-707.622
205335.156	4083203.750	-702.292
205335.156	4083003.750	-696.814
205335.156	4082803.750	-689.013
205335.156	4082603.750	-682.342
205335.156	4082403.750	-676.143
205335.156	4082203.750	-665.985
205335.156	4080803.750	-604.883
205335.156	4080603.750	-601.067
205335.156	4080403.750	-606.112
205335.156	4080203.750	-599.358
205335.156	4080003.750	-563.457
205535.156	4091403.750	-769.910
205535.156	4091203.750	-769.142
205535.156	4091003.750	-768.132
205535.156	4090803.750	-767.247
205535.156	4090603.750	-767.311
205535.156	4090403.750	-766.085
205535.156	4090203.750	-762.029
205535.156	4090003.750	-762.980
205535.156	4089803.750	-760.995
205535.156	4089603.750	-760.072
205535.156	4089403.750	-757.683
205535.156	4089203.750	-755.491
205535.156	4089003.750	-752.517
205535.156	4088803.750	-750.731
205535.156	4088603.750	-747.498
205535.156	4088403.750	-743.911
205535.156	4088203.750	-742.048
205535.156	4088003.750	-740.322
205535.156	4087803.750	-740.011
205535.156	4087603.750	-738.244
205535.156	4087403.750	-736.772
205535.156	4087203.750	-736.334
205535.156	4087003.750	-734.985
205535.156	4086803.750	-734.011
205535.156	4086603.750	-732.940
205535.156	4086403.750	-731.588
205535.156	4086203.750	-728.981
205535.156	4086003.750	-728.353
205535.156	4085803.750	-728.420
205535.156	4085603.750	-726.515
205535.156	4085403.750	-724.296
205535.156	4085203.750	-722.400
205535.156	4083803.750	-713.241
205535.156	4083603.750	-715.396
205535.156	4083403.750	-709.511
205535.156	4083203.750	-702.649
205535.156	4083003.750	-694.413
205535.156	4082803.750	-687.169
205535.156	4082603.750	-679.980
205535.156	4082403.750	-674.395
205535.156	4082203.750	-670.628
205535.156	4082003.750	-666.752
205535.156	4081803.750	-655.500
205535.156	4081003.750	-621.159
205535.156	4080803.750	-616.674
205535.156	4080603.750	-613.415
205535.156	4080403.750	-613.435
205535.156	4080203.750	-610.058
205535.156	4080003.750	-596.505
205535.156	4079803.750	-552.246
205735.156	4091403.750	-771.875
205735.156	4091203.750	-771.076
205735.156	4091003.750	-769.945
205735.156	4090803.750	-769.827
205735.156	4090603.750	-768.579
205735.156	4090403.750	-768.274
205735.156	4090203.750	-769.761
205735.156	4090003.750	-767.143
205735.156	4089803.750	-763.736
205735.156	4089603.750	-763.219
205735.156	4089403.750	-760.884
205735.156	4089203.750	-758.099
205735.156	4089003.750	-756.339
205735.156	4088803.750	-753.193
205735.156	4088603.750	-750.055
205735.156	4088403.750	-748.392
205735.156	4088203.750	-745.473
205735.156	4088003.750	-743.643
205735.156	4087803.750	-741.254
205735.156	4087603.750	-739.453
205735.156	4087403.750	-738.477
205735.156	4087203.750	-736.574
205735.156	4087003.750	-736.538
205735.156	4086803.750	-734.939
205735.156	4086603.750	-733.406
205735.156	4086403.750	-732.085
205735.156	4086203.750	-730.666
205735.156	4086003.750	-728.636
205735.156	4085803.750	-725.886
205735.156	4085603.750	-724.300
205735.156	4085403.750	-724.910
205735.156	4085203.750	-721.383
205735.156	4085003.750	-721.265
205735.156	4084803.750	-721.835
205735.156	4084603.750	-722.956
205735.156	4084403.750	-721.873
205735.156	4084203.750	-720.806
205735.156	4084003.750	-720.733
205735.156	4083803.750	-719.388
205735.156	4083603.750	-713.340
205735.156	4083403.750	-711.226
205735.156	4083203.750	-703.113
205735.156	4083003.750	-693.984
205735.156	4082803.750	-687.769
205735.156	4082603.750	-680.452
205735.156	4082403.750	-674.387
205735.156	4082203.750	-670.091
205735.156	4082003.750	-665.656
205735.156	4081803.750	-654.625
205735.156	4081203.750	-632.326
205735.156	4081003.750	-623.993
205735.156	4080803.750	-619.983
205735.156	4080603.750	-616.747
205735.156	4080403.750	-613.224
205735.156	4080203.750	-610.929
205735.156	4080003.750	-604.776
205735.156	4079803.750	-584.699
205735.156	4079603.750	-555.892
205735.156	4079203.750	-551.901
205935.156	4091403.750	-773.740
205935.156	4091203.750	-772.291
205935.156	4091003.750	-771.411
205935.156	4090803.750	-770.563
205935.156	4090603.750	-770.269
205935.156	4090403.750	-768.962
205935.156	4090203.750	-767.612
205935.156	4090003.750	-769.199
205935.156	4089803.750	-767.951
205935.156	4089603.750	-765.686
205935.156	4089403.750	-764.598
205935.156	4089203.750	-761.945
205935.156	4089003.750	-758.314
205935.156	4088803.750	-756.809
205935.156	4088603.750	-752.891
205935.156	4088403.750	-750.316
205935.156	4088203.750	-748.944
205935.156	4088003.750	-745.263
205935.156	4087803.750	-743.768
205935.156	4087603.750	-742.565
205935.156	4087403.750	-741.681
205935.156	4087203.750	-738.785
205935.156	4087003.750	-737.864
205935.156	4086803.750	-736.948
205935.156	4086603.750	-735.760
205935.156	4086403.750	-734.255
205935.156	4086203.750	-731.905
205935.156	4086003.750	-730.161
205935.156	4085803.750	-728.726
205935.156	4085603.750	-725.852
205935.156	4085403.750	-724.537
205935.156	4085203.750	-723.058
205935.156	4085003.750	-721.105
205935.156	4084803.750	-721.300
205935.156	4084603.750	-720.704
205935.156	4084403.750	-720.749
205935.156	4084203.750	-718.766
205935.156	4084003.750	-721.467
205935.156	4083803.750	-719.436
205935.156	4083603.750	-715.825
205935.156	4083403.750	-710.491
205935.156	4083203.750	-706.956
205935.156	4083003.750	-694.773
205935.156	4082803.750	-688.266
205935.156	4082603.750	-681.248
205935.156	4082403.750	-675.218
205935.156	4082203.750	-670.984
205935.156	4082003.750	-665.199
205935.156	4081803.750	-661.180
205935.156	4081603.750	-655.841
205935.156	4081403.750	-645.619
205935.156	4081203.750	-639.079
205935.156	4081003.750	-628.422
205935.156	4080803.750	-624.247
205935.156	4080603.750	-619.329
205935.156	4080403.750	-613.287
205935.156	4080203.750	-608.640
205935.156	4080003.750	-602.918
205935.156	4079803.750	-594.422
205935.156	4079603.750	-584.384
205935.156	4079403.750	-573.787
205935.156	4079203.750	-561.804
205935.156	4079003.750	-553.367
206135.156	4091403.750	-774.427
206135.156	4091203.750	-773.153
206135.156	4091003.750	-772.419
206135.156	4090803.750	-771.398
206135.156	4090603.750	-771.480
206135.156	4090403.750	-770.487
206135.156	4090203.750	-769.936
206135.156	4090003.750	-770.265
206135.156	4089803.750	-768.105
206135.156	4089603.750	-766.700
206135.156	4089403.750	-764.727
206135.156	4089203.750	-763.172
206135.156	4089003.750	-760.857
206135.156	4088803.750	-760.174
206135.156	4088603.750	-757.130
206135.156	4088403.750	-754.638
206135.156	4088203.750	-751.541
206135.156	4088003.750	-748.012
206135.156	4087803.750	-747.769
206135.156	4087603.750	-745.536
206135.156	4087403.750	-743.808
206135.156	4087203.750	-742.060
206135.156	4087003.750	-740.654
206135.156	4086803.750	-739.017
206135.156	4086603.750	-737.045
206135.156	4086403.750	-735.108
206135.156	4086203.750	-734.348
206135.156	4086003.750	-732.610
206135.156	4085803.750	-730.507
206135.156	4085603.750	-728.559
206135.156	4085403.750	-726.499
206135.156	4085203.750	-724.558
206135.156	4085003.750	-721.133
206135.156	4084803.750	-720.996
206135.156	4084603.750	-721.232
206135.156	4084403.750	-718.901
206135.156	4084203.750	-718.948
206135.156	4084003.750	-718.659
206135.156	4083803.750	-719.187
206135.156	4083603.750	-717.414
206135.156	4083403.750	-711.339
206135.156	4083203.750	-707.511
206135.156	4083003.750	-700.426
206135.156	4082803.750	-690.242
206135.156	4082603.750	-683.293
