468250.00,4556850.00,-395.28
468350.00,4556850.00,-391.32
468450.00,4556850.00,-388.72
468550.00,4556850.00,-385.71
468650.00,4556850.00,-382.66
468750.00,4556850.00,-380.06
468850.00,4556850.00,-377.23
468950.00,4556850.00,-374.53
469050.00,4556850.00,-371.65
469150.00,4556850.00,-369.86
469250.00,4556850.00,-367.85
469350.00,4556850.00,-365.92
469450.00,4556850.00,-364.65
469550.00,4556850.00,-364.44
469650.00,4556850.00,-364.70
469750.00,4556850.00,-365.48
469850.00,4556850.00,-366.56
469950.00,4556850.00,-368.67
470050.00,4556850.00,-371.22
470150.00,4556850.00,-375.17
470250.00,4556850.00,-380.26
470350.00,4556850.00,-387.28
470450.00,4556850.00,-396.43
470550.00,4556850.00,-405.22
470650.00,4556850.00,-412.24
470750.00,4556850.00,-417.18
470850.00,4556850.00,-421.35
470950.00,4556850.00,-424.68
471050.00,4556850.00,-428.38
471150.00,4556850.00,-432.03
471250.00,4556850.00,-435.46
471350.00,4556850.00,-440.79
471450.00,4556850.00,-450.09
471550.00,4556850.00,-471.05
471650.00,4556850.00,-485.56
471750.00,4556850.00,-493.93
471850.00,4556850.00,-507.41
471950.00,4556850.00,-518.92
472050.00,4556850.00,-544.77
472150.00,4556850.00,-556.72
472250.00,4556850.00,-577.32
472350.00,4556850.00,-603.77
472450.00,4556850.00,-621.10
472550.00,4556850.00,-638.95
472650.00,4556850.00,-689.42
472750.00,4556850.00,-716.18
472850.00,4556850.00,-745.31
472950.00,4556850.00,-801.79
473050.00,4556850.00,-871.14
473150.00,4556850.00,-885.57
473250.00,4556850.00,-951.22
473350.00,4556850.00,-957.21
473450.00,4556850.00,-959.49
473550.00,4556850.00,-959.95
468250.00,4556950.00,-399.23
468350.00,4556950.00,-396.29
468450.00,4556950.00,-392.69
468550.00,4556950.00,-389.43
468650.00,4556950.00,-386.63
468750.00,4556950.00,-383.05
468850.00,4556950.00,-380.32
468950.00,4556950.00,-377.62
469050.00,4556950.00,-374.14
469150.00,4556950.00,-372.41
469250.00,4556950.00,-370.36
469350.00,4556950.00,-368.14
469450.00,4556950.00,-367.16
469550.00,4556950.00,-365.80
469650.00,4556950.00,-365.99
469750.00,4556950.00,-366.46
469850.00,4556950.00,-368.00
469950.00,4556950.00,-370.46
470050.00,4556950.00,-373.70
470150.00,4556950.00,-378.80
470250.00,4556950.00,-385.60
