450053.517,4309593.399,-50
448864.449,4307981.195,-65
447814.642,4306283.292,-83
447396.861,4303905.157,-93
447214.752,4303873.020,-91
446850.533,4304531.827,-99
446689.848,4303765.896,-82
446148.876,4303781.965,-103
448874.058,4297546.141,-121
449632.723,4299352.486,-97
454190.733,4300135.236,-102
454136.543,4299924.496,-103
453010.588,4300924.006,-96
452263.965,4300478.441,-97
451294.560,4300809.605,-93
450240.859,4301008.302,-89
451264.454,4301267.212,-91
453263.476,4302218.554,-96
453359.814,4302290.807,-93
453383.899,4302718.309,-92
452769.742,4302435.315,-87
452667.382,4302742.394,-84
451631.744,4302736.372,-91
453931.823,4303868.349,-84
453781.295,4304042.962,-84
453167.137,4304277.787,-84
452625.234,4304344.019,-82
452498.790,4304855.817,-81
452221.817,4304464.442,-83
453703.020,4305807.159,-75
453070.799,4306379.168,-71
451025.415,4310401.296,-38
453621.734,4308242.112,-60
452224.225,4311494.134,-31
452667.984,4311341.799,-29
453072.003,4311202.711,-35
464477.626,4310236.092,-30
464539.359,4309927.426,-30
462502.165,4309032.295,-45
464033.147,4308452.004,-41
461853.967,4307211.167,-61
463384.949,4306606.182,-52
461193.422,4305352.999,-75
462687.364,4304785.054,-57
464354.160,4304001.043,-63
465514.743,4303396.058,-57
463878.814,4303470.138,-83
462168.806,4303352.845,-95
463545.455,4302408.328,-96
464971.491,4301914.463,-93
462860.217,4300611.893,-106
464243.040,4300080.988,-107
464224.520,4299957.522,-109
465792.542,4299420.443,-112
468761.907,4298408.020,-119
467249.444,4298852.498,-117
467064.245,4298333.940,-117
465317.197,4298210.473,-119
463946.721,4298395.673,-116
462205.846,4298784.592,-104
461551.474,4296951.117,-121
461267.502,4296654.798,-121
459952.586,4297173.356,-121
455421.372,4299222.897,-106
455853.504,4299346.363,-105
456310.330,4299019.178,-108
456662.209,4298729.032,-110
456933.835,4298630.259,-101
457291.887,4298969.791,-109
458612.976,4298062.314,-117
459668.613,4297667.222,-117
460588.437,4299358.710,-111
459267.348,4299908.135,-109
457791.925,4300432.867,-106
457020.261,4300753.879,-104
456322.676,4300945.252,-101
455841.158,4301581.104,-99
455402.852,4301414.424,-99
454791.694,4301531.717,-97
454834.907,4301661.357,-97
461397.142,4301155.145,-106
459897.026,4301723.090,-104
458477.163,4302266.342,-100
457649.939,4302575.007,-99
457075.821,4302803.420,-97
456890.621,4302723.167,-96
456088.090,4303173.819,-94
455409.026,4303229.379,-93
455415.199,4303426.925,-93
460568.683,4303591.135,-98
459156.228,4304066.480,-95
458164.794,4304032.527,-94
458056.143,4304419.594,-93
457770.936,4304602.942,-92
457574.007,4304596.151,-92
456867.780,4304962.846,-89
456127.600,4305234.472,-84
456080.065,4305159.775,-85
454613.285,4305784.514,-79
454511.426,4305723.398,-78
454124.359,4305852.421,-76
455326.303,4307570.454,-69
456793.083,4307013.621,-70
458660.511,4307373.525,-69
457546.845,4306735.205,-76
458307.397,4306449.997,-79
459787.758,4305886.374,-78
460466.823,4307719.848,-65
454375.613,4310123.737,-53
455971.415,4309458.254,-59
457472.148,4308847.096,-63
458001.818,4309288.488,-58
458388.885,4308894.630,-60
458918.555,4308269.891,-65
460847.099,4308982.909,-55
461064.400,4309580.486,-50
459529.714,4310171.272,-51
458130.840,4310707.733,-49
456487.504,4311264.566,-53
455000.352,4311902.887,-43
463223.826,4310639.827,-37
462823.177,4310558.339,-38
461757.046,4311366.426,-43
461417.513,4311638.052,-41
460297.057,4312099.816,-40
460072.965,4311855.352,-40
458490.745,4312629.486,-41
459013.624,4312839.996,-39
458918.555,4313043.716,-37
457349.916,4313057.297,-40
457275.219,4313423.992,-34
457152.987,4313451.154,-37
455659.045,4313817.849,-38
459380.319,4314381.473,-32
458083.306,4315264.257,-29
456229.459,4315583.418,-27
459882.827,4315678.487,-20
458653.720,4316710.665,-18.6
460487.195,4317376.148,-13.1
460351.382,4317844.703,-12.4
459108.694,4318000.888,-10.4
459244.506,4318279.304,-13.1
458694.464,4318442.280,-12.2
457818.471,4318829.347,-20
456833.827,4317355.776,-23
457282.009,4318686.743,-20
