667845.259,4311303.775,-1.5
668156.923,4311438.175,-1.7
668000.269,4311365.618,-2
667694.420,4311252.661,-2
669137.801,4311648.191,-2
669476.541,4311654.294,-2
669632.856,4311654.467,-2
669300.903,4311652.183,-2.5
669136.400,4311465.685,-4
670118.747,4311609.270,-4
667547.852,4311214.619,-5
668162.712,4311249.511,-6
667567.875,4310992.778,-8
668185.309,4311050.446,-8
669146.704,4311260.887,-8
669627.781,4311444.087,-9.5
667622.380,4310757.891,-10
668198.318,4310853.207,-10
669149.460,4310669.396,-10
669154.313,4310861.142,-10
669151.317,4311055.873,-10
670101.497,4311396.820,-10.2
669637.781,4311243.891,-10.5
670101.039,4311209.866,-11
667666.918,4309583.560,-12
668217.351,4310655.565,-12
669163.577,4310457.424,-12
669643.961,4311039.428,-12
669647.357,4310853.043,-12
670090.081,4311011.108,-12
667650.046,4310550.959,-12.5
669163.262,4310254.672,-12.5
669651.413,4310653.295,-12.5
670086.872,4310815.777,-12.5
668231.902,4310445.294,-14
669179.229,4309845.963,-14
669182.433,4310067.163,-14
669649.596,4310455.748,-14
670077.025,4310626.795,-14
669657.337,4310247.860,-14.5
670064.551,4310405.924,-14.5
669667.469,4310050.795,-15
669641.222,4309839.804,-15
670048.858,4310059.221,-15
670054.611,4310239.961,-15
670050.370,4309891.232,-15.2
668309.560,4309214.164,-15.5
667646.621,4310334.914,-16
667666.088,4309743.830,-16
668236.983,4310249.466,-16
669177.429,4309630.789,-16
670056.344,4309729.617,-16
670057.454,4309513.930,-16.2
669596.411,4309642.158,-16.5
670051.998,4309325.859,-16.5
670052.939,4309115.287,-16.7
668291.848,4309395.046,-17.5
669552.547,4309439.467,-17.5
667647.465,4310133.257,-18
667657.120,4309919.762,-18
667684.289,4309426.945,-18
668246.310,4310039.674,-18
669173.265,4309431.605,-18
669671.757,4309147.089,-18
669859.334,4309082.198,-18
670046.362,4309007.685,-18.2
668248.141,4309831.375,-18.5
668858.764,4309506.209,-19.5
669501.957,4309225.451,-19.5
668273.617,4309619.971,-20
668550.635,4309577.140,-20
